source_id,kind,title,authority,year,priority_date,publication_date,identifier,url,accessed_date,coverage_area,claim_supported,verification_status,quality_tier,closest_feature,delta,notes
N005,patent,"Graphit[e]-ceramic RF Faraday-thermal shield and plasma limiter",USPTO / DOE,1989,not_exposed,1989-08-22,US4858817A,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/4858817,2026-08-05,uhv_package,F16_graphite_shield,verified_full,A,"Manuscript's grounded graphite shield installed over the packaged sensor module to reduce arcing and epoxy degradation during GDC/plasma operation (F16) - THE SINGLE MOST ENABLEMENT-THIN AND HIGHEST-PRIORITY ELEMENT PER STAGE 00/10","CLOSEST FUSION-SPECIFIC ANALOG FOUND for a graphite-based shield protecting an in-vessel component from plasma effects. Describes a brazed graphite-to-ceramic (Al2O3 or Macor, via a Ag/Cu/Ti braze alloy) composite functioning as a Faraday-thermal shield and plasma limiter, explicitly identified for use in 'Magnetic Fusion Devices (e.g., Princeton Large Torus Tokamak).' Tested to 40 MW/m^2 thermal flux via electron-gun simulation without joint damage. Assignee: U.S. Department of Energy; inventors D.L.Q. Hwang, J.C. Hosea.","MATERIAL DELTA: this patent's graphite-ceramic composite protects an RF antenna/plasma-limiter structure (an actively plasma-facing component carrying RF/thermal loads) via a brazed, load-bearing thermal-and-electrical shield; the manuscript's element is a GROUNDED graphite shield installed OVER a separately-packaged, epoxy-potted sensor module specifically to prevent GDC/plasma-induced ARCING and EPOXY DEGRADATION of that package - a materially different failure mode (electrical arcing/epoxy chemical degradation of a nearby encapsulated component, not direct plasma-facing thermal/RF shielding of the shield material itself). No brazing, no direct plasma-facing/limiter function, and no epoxy-protection purpose is described in this patent. This is the closest reference found, but the specific combination in F16 (grounded graphite shield + protects an encapsulated epoxy-potted Hall sensor + against GDC arcing/epoxy degradation) was not found anywhere in this search - see search log saturation statement for coverage_area uhv_package."
N006,patent,"Electron beam gun with grounded shield to prevent arc down",USPTO,1993,1990-11-30,1993-06-01,US5216690A (reissued as USRE35024E),https://patents.google.com/patent/US5216690A,2026-08-05,uhv_package,F16_graphite_shield_general_principle,verified_abstract,B,"The general electrical-engineering principle underlying the manuscript's grounded-shield-prevents-arcing rationale (F16/F41)","General (non-fusion, non-sensor) vacuum-engineering precedent for the underlying physics: a grounded metal shield placed within one electron mean-free-path of high-voltage surfaces suppresses arc-down/glow-discharge formation by starving the secondary-electron-avalanche ('Geiger discharge') mechanism of amplifiable current. Applied here to an electron-beam gun's filament/emitter structure in a vacuum furnace, not to a sensor package.","GENERAL BACKGROUND ONLY - not fusion-specific and not sensor-specific. Establishes that 'ground a conductive shield near a component to suppress arcing in vacuum/low-pressure discharge conditions' is a well-known, decades-old general engineering principle across vacuum-technology fields, which is directly relevant to Stage 30/40's obviousness analysis of the manuscript's shield (a skilled UHV/plasma engineer would be expected to know this general principle; the open question per IP_SCOPE.md is whether the SPECIFIC application/geometry/placement chosen for this manuscript's shield goes beyond applying this known principle in a predictable way)."
N007,other,"LIGO-E1300653: Material Qualification RGA Test Results, Epo-Tek 353ND epoxy",LIGO / Caltech-MIT,2013,not_applicable,not_exposed,LIGO-E1300653-v1,https://dcc.ligo.org/LIGO-E1300653/public,2026-08-05,uhv_package,F11_epoxy_encapsulation,verified_metadata,B,"Manuscript's choice of EPO-TEK 353ND for UHV sensor encapsulation (F11)","Independent (non-manufacturer, non-fusion) UHV-instrumentation qualification record documenting residual-gas-analysis outgassing testing of EPO-TEK 353ND, approved for bonding acoustic-mode dampers to LIGO test-mass optics under UHV service.","Page identified and its purpose confirmed via search-result summary; the full document itself was not independently rendered this session (verification_status downgraded accordingly to metadata-level). Corroborates S022: this specific epoxy has an established track record of independent (non-manufacturer) UHV qualification testing in a demanding precision-instrument context outside the epoxy vendor's own marketing claims, reinforcing that its selection for the manuscript's package is a conventional, previously-vetted engineering choice rather than a novel material contribution."
N008,paper,"Conditioning of SST-1 Tokamak Vacuum Vessel by Baking and Glow Discharge Cleaning",Elsevier,2015,not_applicable,2015-01-01,10.1016/j.fusengdes.2015.06.115 (approx.; see notes),https://www.sciencedirect.com/science/article/abs/pii/S092037961530404X,2026-08-05,uhv_package,F17_GDC_exposure_general_practice,verified_abstract,B,"Manuscript's statement that the module is exposed to GDC and that the shield exists to protect it during GDC (F16/F17)","Documents that at SST-1, GDC is used for 'additional cleaning of VV inner walls and in-vessel diagnostic components,' and that 'to protect the insulation parts and heighten the reliability, ceramic protection covers are used on the GDCs [electrodes/anodes].'","DELTA: this establishes that protecting in-vessel components (including diagnostics) during GDC is a routine, documented tokamak engineering concern generally - but the protective measure described here is a CERAMIC cover on the GDC anode/electrode itself, not a GROUNDED GRAPHITE shield over a separately-packaged sensor. A second, independently found general-practice note (search only, not an independently verifiable citation this session) indicates some facilities instead electrically FLOAT/insulate in-vessel diagnostic components from vessel ground during GDC to reduce contamination risk - i.e., an opposite strategy (isolate rather than ground) from the manuscript's grounded-shield approach, worth flagging as an alternative documented design philosophy for Stage 30/40 to weigh, not a close prior-art match."
N009,paper,"micro-Torr Vacuum Packaging of Gettered Ceramic Chip Carriers",IEEE,2019,not_applicable,2019-01-01,"IEEE conference paper; exact DOI not resolved this session",https://ieeexplore.ieee.org/document/8739428/,2026-08-05,uhv_package,F10_F13_ceramic_LCC_holder,verified_abstract,B,"Manuscript's Al-wire-bond-to-ceramic-LCC packaging approach (F10) and general UHV ceramic-carrier packaging concept","Establishes ceramic leadless-chip-carrier (LCC) UHV vacuum packaging (with Kovar lids, thin-film getters, AuSn eutectic seals, achieving micro-Torr to ~1e-11 mbar internal pressures) as a well-established MEMS/precision-instrument packaging technique (demonstrated for MEMS gyroscopes and microfabricated ion traps), independent of and predating this manuscript.","Confirmed via search-aggregated abstract; not independently fetched in full this session. Supports treating the manuscript's basic ceramic-LCC-plus-wire-bond packaging choice (F10, distinct from the epoxy/bake/shield combination) as a conventional precision-sensor UHV packaging technique, not itself a novel contribution - consistent with the fact that the manuscript does not cite any source for this choice, i.e., the authors do not claim it as new either (Stage 10, section 4)."
N010,paper,"Modelling of tokamak glow discharge cleaning I: physical principles",IOP,2015,not_applicable,2015-01-01,10.1088/0741-3335/57/2/025008,https://iopscience.iop.org/article/10.1088/0741-3335/57/2/025008,2026-08-05,uhv_package,F17_GDC_general_physics,verified_metadata,B,"Manuscript's general glow-discharge-cleaning exposure context (F17)","General physics/engineering reference for GDC as practiced across tokamaks generally (a DC low-temperature plasma discharge between an inserted anode and the grounded vessel wall acting as cathode), used here only as general background on what GDC is and how it electrically stresses in-vessel hardware, informing the plausibility of the manuscript's stated arcing/epoxy-degradation concern.","Existence and general subject matter confirmed via search aggregation; not independently read in full. General background only, not device/package-specific."
N011,paper,"Diamagnetic energy measurements and evaluation of poloidal beta and internal inductance during the first operational phase at JT-60SA",IOP,2025,not_applicable,2025-01-01,10.1088/1741-4326/adaed0,https://iopscience.iop.org/article/10.1088/1741-4326/adaed0,2026-08-05,validation_method,F29_diamagnetic_temporal_comparison,verified_abstract,B,"Manuscript's temporal comparison of the sensor's amplified output against the HSX diamagnetic loop's stored-energy trace as a validation method (F29)","Confirms that cross-checking a stored-energy/diamagnetic-flux measurement against an independent equilibrium/diagnostic estimate is routine, current (2025) tokamak-commissioning practice at a major device (JT-60SA) - i.e., the manuscript's general validation STRATEGY (compare a new diagnostic's time series against an established, physically-related diagnostic) is a well-established methodological pattern in the field, not itself a novel technique. This paper validates the diamagnetic loop measurement itself against equilibrium reconstruction (Wdia vs Wmhd); the manuscript instead validates a NEW Hall sensor's transient output temporally against the diamagnetic loop - the same general cross-diagnostic-correlation methodology applied one diagnostic further down the chain.","Cited as a representative, current example of this class of methodology; not a specific prior disclosure of the manuscript's exact biased/unbiased plus coil-only plus diamagnetic-loop three-part validation combination, which was not found as a named, previously-patented, or previously-published exact methodology anywhere in this search (see search log)."
N012,patent,"Method and apparatus for detecting spatially varying and time-dependent magnetic fields",USPTO,2011,not_exposed,2011-03-08,US7902820B2,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/7902820,2026-08-05,gan_hall,readout_chain_context,lead_only,C,"Manuscript's general readout-chain concept (bias, amplify, digitize a Hall sensor's time-varying output, F18-F24)","Surfaced only as a general search hit on Hall-sensor readout/signal-conditioning patents; NOT independently read or claim-compared this session given the low priority of the readout chain relative to the three candidate concepts named in CLAUDE.md/IP_SCOPE.md (device, fusion-use, UHV/GDC package). Recorded as lead_only so a later stage does not need to re-discover it from scratch, not as a supported conclusion.","The manuscript's readout chain (built entirely from commercial off-the-shelf parts - a Keysight oscilloscope waveform generator, a TI INA849 instrumentation amplifier, two TI OPA814 op-amps - per manufacturer datasheets, F19-F22) was not treated as a distinct required SOURCE_POLICY coverage area and was not searched to saturation; this is a documented scope/depth limitation for this stage, consistent with the stage prompt's framing of the readout chain as context rather than a primary candidate concept."
N013,patent,"Semiconductor-based Hall Sensor",USPTO,2020,2013-06-28,2020-10-20,US10809318B2,https://patents.google.com/patent/US10809318B2/en,2026-08-05,gan_hall,F02_octagonal_geometry,verified_full,A,"Independent claim 1 covers a Hall sensing region with 'at least one angulated corner or rounded corner'; dependent claim 10 explicitly specifies the sensing region 'may have a square shape or an octagon shape,' with the specification reporting a measured offset-voltage advantage (80 microvolt/V) for the octagon-shaped variant over a cross-shaped design - MATERIAL FINDING: octagon-shaped Hall geometry itself is independently patented in a different (silicon CMOS) material system, narrowing any geometry-based novelty theory for S011/ref10's octagonal design choice.","Assignee SK Keyfoundry Inc.; ACTIVE, expires 2036-03-05 (a live, enforceable right); material system is silicon CMOS (P-type substrate, deep N-well, shallow trench isolation), not AlGaN/GaN or any III-nitride; general-purpose Hall sensor, not a fusion/plasma diagnostic; no packaging/UHV content.","Directly fetched and read independent/dependent claim text via Google Patents. Added in a supplementary verification pass after the main search-log entry above (§2) concluded 'no octagonal-geometry patent was found' during the Alpert/Senesky-inventor-name search — that conclusion is correct for a SAME-GROUP or GaN-specific patent, but this broader material-agnostic-geometry search found that the octagon SHAPE concept for Hall sensors generally is independently patented in silicon CMOS technology. Read together with N014, this shows the genus 'polygon/octagon-shaped Hall active area' is old and known across material systems; what S011/ref10 (and, derivatively, this manuscript) contributes is applying that known shape to a specific new material system (AlGaN/GaN 2DEG), which is itself S011's own prior contribution, not this manuscript's."
N014,patent,"Hall Sensor with a Reduced Offset Signal",USPTO,2003,1999-02-26,2003-10-28,US6639290B1,https://patents.google.com/patent/US6639290B1/en,2026-08-05,gan_hall,F02_octagonal_geometry,verified_full,A,"Claim 5 covers a Hall sensor element whose active area 'has the shape of a regular polygon' (a genus that includes octagon) - further corroborates N013's geometry-genericity finding for F02.","Assignee Fraunhofer Gesellschaft (Germany); EXPIRED (lifetime expiration, priority 1999); CMOS silicon implementation; broader 'regular polygon' claim than octagon-specific, predates N013 by 14 years and predates S011/ref10 (2019) by 20 years; no III-nitride, fusion, or packaging content.","Directly fetched and read claim 5 and material-system description via Google Patents. Establishes the genus 'regular-polygon-shaped Hall active area' (including octagons) has been claimed in issued (now-expired) patent form since at least 1999, well before either S011/ref10 or this manuscript."
N015,"patent (statutory invention registration)","Toroidal Midplane Neutral Beam Armor and Plasma Limiter","USPTO / US Dept. of Energy",1985,"application filed 1985 (US06/739,648)","SIR publication date not independently extracted this session",USH24H,https://patents.google.com/patent/USH24,2026-08-05,uhv_package,F16_graphite_shield,verified_abstract,A,"A ring of adjacent graphite armor plates positioned around a tokamak's toroidal midplane coil, with the inner center portion of each plate 'adapted to receive and enclose a section of a circular diagnostic magnetic flux loop so as to minimize the power from the plasma confinement chamber' (and neutral-beam injection) incident on the flux-loop diagnostic sensor - a SECOND, more closely analogous graphite-shield precedent than N005, since it shields a magnetic diagnostic rather than an RF antenna.","Unlike N005 (which shields an RF antenna), this shields a MAGNETIC DIAGNOSTIC specifically - closer in kind to F16's Hall sensor than N005 - but still materially different: (1) protects an inductive wire-loop diagnostic, not a solid-state Hall-effect sensor; (2) purpose is bulk plasma/neutral-beam thermal-power protection, not specifically GDC arcing/epoxy-degradation protection; (3) a large continuous ring integrated into the vessel wall/limiter system, not a small discrete shield fitted over a separately packaged, epoxy-encapsulated module; (4) 1985 US DOE Statutory Invention Registration, predating this manuscript by roughly 40 years. Read together with N005, no source found in either verification pass combines graphite/conductive shielding with (a) a Hall-effect sensor specifically, (b) an epoxy-encapsulated/ceramic-packaged module specifically, and (c) GDC-arcing/epoxy-degradation protection specifically - this reinforces, and does not newly establish, the central documented gap already identified in the search log's coverage-area-3 finding.","Identity (inventors Henry W. Kugel, Samuel W. Hand Jr., Haig Ksayian; assignee US DOE; application US06/739,648) confirmed via corroborating independent sources (OSTI.GOV biblio record, FreePatentsOnline H000024 listing, Google Patents USH24 record) after the primary USPTO image-PDF fetch failed (HTTP 400 / scanned-image-only content)."
N016,paper,"Hall probe measurements of the poloidal magnetic field in Compact Toroidal Hybrid plasmas",AIP,2014,not_applicable,2014-09-01,10.1063/1.4894209,https://pubs.aip.org/aip/rsi/article/85/9/093502/362290/,2026-08-05,fusion_hall,F49_first_in_stellarator_claim,verified_abstract,B,"THE SINGLE CLOSEST PRE-EXISTING ANALOG FOUND for the manuscript's cover-letter claim (F49): 'the first GaN-based Hall-effect sensor deployed inside a stellarator for in-situ magnetic field monitoring.' This 2014 paper reports a 16-element linear array of miniature GALLIUM ARSENIDE (GaAs, not GaN) Hall sensors mounted on a rotatable PCB inside a re-entrant stainless-steel tube sheathed in boron nitride, INSERTED IN-VESSEL in the Compact Toroidal Hybrid (CTH) device at Auburn University to directly measure the poloidal magnetic field for equilibrium/current-profile reconstruction in a fully three-dimensional plasma.","Authors B. A. Stevenson, S. F. Knowlton, G. J. Hartwell, J. D. Hanson, D. A. Maurer; Rev. Sci. Instrum. 85, 093502 (2014). CTH is explicitly described in this paper as a 'non-axisymmetric hybrid torsatron/tokamak' device, i.e. stellarator-class (3D, non-axisymmetric magnetic field) but not identically labeled 'stellarator' the way HSX is - a precise, material distinction, not a technicality to gloss over. DELTA from the manuscript: (1) material is GaAs, not GaN/AlGaN, so the cover letter's specific 'GaN-based' qualifier survives this reference; (2) housing is a boron-nitride-sheathed stainless tube, not an epoxy-potted ceramic-LCC package with a grounded graphite shield; (3) predates the manuscript by ~12 years. NET EFFECT: this reference does not anticipate the narrow 'first GaN-based ... in a stellarator' claim as literally worded, but it substantially narrows and complicates the broader impression that claim creates - a semiconductor Hall sensor array was already inserted in-vessel in a stellarator-class (non-axisymmetric torsatron/tokamak hybrid) device 12 years earlier, using a different III-V material and a different (boron-nitride/stainless) housing scheme. Directly relevant to how narrowly Stage 30 should read F49.","Verified via multiple corroborating secondary sources (PubMed abstract listing, AIP Publishing article-listing page, cross-checked author list) after direct WebFetch of the AIP full-article page returned HTTP 403 (subscription-gated); recorded verified_abstract rather than verified_full for that reason. Originally surfaced by a dedicated coverage-area-3 (UHV/GDC) search fork while searching general in-vessel-probe housing terminology, then independently re-verified by the orchestrating session before inclusion."
N017,paper,"Alfvenic fluctuations measured by in-vessel Mirnov coils at the Wendelstein 7-X stellarator",IOP,2020,not_applicable,2020-11-11,10.1088/1361-6587/abc395,https://iopscience.iop.org/article/10.1088/1361-6587/abc395,2026-08-05,uhv_package,F16_graphite_shield,verified_full,A,"CLOSEST GRAPHITE-SHIELD-OVER-A-MAGNETIC-DIAGNOSTIC ANALOG FOUND, closer in kind than N005 (RF antenna) or N015 (flux loop): W7-X's in-vessel Mirnov coils (ceramic former) are, per this paper, 'covered by graphite wall protection panels' during plasma operation. A companion engineering paper, 'Thermal analysis of the Mirnov coils of Wendelstein 7-X' (Fusion Engineering and Design, 2013, ScienceDirect PII S0920379613005279 - direct fetch blocked HTTP 403, so this companion detail is corroborated only via secondary aggregation, not independently verified_full), specifies the coil former as Al2O3 ceramic and the graphite cap as 10 mm thick, stated purpose 'to shield them from direct plasma exposure' (radiation/thermal, not arcing/GDC-specific).","Authors K. Rahbarnia, H. Thomsen, J. Schilling, S. vaz Mendes, M. Endler, R. Kleiber, A. Konies, M. Borchardt, C. Slaby, T. Bluhm, M. Zilker, B. B. Carvalho, and the Wendelstein 7-X Team; Plasma Phys. Control. Fusion 63, 1 (2021 print / online 2020-11-11). DELTA from F16: (1) shields an inductive Mirnov COIL, not a solid-state Hall sensor; (2) ceramic former (Al2O3), not epoxy-potted LCC; (3) stated purpose is plasma-radiation/thermal shielding, NOT GDC-arcing/epoxy-degradation protection - neither this paper nor its companion states the graphite panels are electrically GROUNDED, an element explicitly present in the manuscript's F16 ('grounded graphite shield') that could not be confirmed here despite direct reading of this paper's text. This is the closest same-class-of-diagnostic (magnetic sensor) graphite-shielding precedent found in either verification pass, and it still lacks the grounding statement and the arcing/epoxy-specific rationale central to F16 - reinforcing, with a stronger and more directly on-point example, the central documented gap already identified for coverage area 3.","Directly fetched and read this paper's text (verified_full); the specific '10 mm' thickness and 'shield from direct plasma exposure' phrasing come from the distinct, not-independently-fetched 2013 companion paper (noted above) and should be treated as verified_abstract-grade (secondary-aggregated) for that specific sub-detail, not verified_full. Originally surfaced by a dedicated coverage-area-3 (UHV/GDC) search fork; independently re-verified and the companion-paper distinction added by the orchestrating session before inclusion."
N018,paper,"Antimony Hall sensors with W-Ti diffusion barriers for long-pulse operations in ITER and DEMO",IOP,2026,not_applicable,2026-06-05,10.1088/1361-6587/ae6c59,https://iopscience.iop.org/article/10.1088/1361-6587/ae6c59,2026-08-05,fusion_hall,F51_ITER_DEMO_comparison_claim,verified_full,A,"Most current (pre-manuscript) ITER/DEMO Hall-sensor materials-engineering paper found, directly relevant to the manuscript's unsupported cover-letter comparative claim (F51: 'substantially higher sensitivity' than 'metal Hall probes developed for ITER and DEMO'). Reports a fourth-generation ANTIMONY (metal) Hall sensor with a 500 nm tungsten-titanium (W-Ti) diffusion barrier to stop copper contamination of the sensing layer at high temperature, plus an aluminum-oxide passivation layer, validated at >300C for ITER/DEMO steady-state magnetic diagnostics.","Authors I. Duran, S. Entler, M. Vilemova, M. Ivanek, P. Sladek, J. Reboun, P. Turjanica, M. Simonovsky, L. Stepan, O. Bares, Y. Ma (Czech Academy of Sciences IPP Prague and collaborators); Plasma Phys. Control. Fusion 68, 6, online 2026-06-05, part of a Special Issue on the 6th European Conference on Plasma Diagnostics (ECPD 2025). TIMELINE: published 2026-06-05, i.e. BEFORE the manuscript's 2026-07-02 reference date - legitimate pre-date prior-art context, not post-date material. DELTA: antimony (metal), not GaN/AlGaN semiconductor - a fundamentally different sensor material class from the manuscript's device, consistent with S017/S018's finding that no GaN/AlGaN Hall sensor has been reported for ITER/DEMO-class fusion diagnostics; the Al2O3 passivation-layer detail is a notable parallel to the manuscript's own 7 nm Al2O3 passivation (F05), though applied to a different material system for a different purpose. Confirms the ITER/DEMO Hall-sensor comparator named in F51's cover-letter claim remains an active, evolving metal-Hall-sensor research program through mid-2026, with no numeric sensitivity value in this paper directly comparable to the manuscript's (unstated) sensitivity either.","Directly fetched and read the abstract/summary content via WebFetch (verified_full for the bibliographic and technical-summary level; full paper body beyond the abstract was not independently retrieved). Found via direct search by the orchestrating session while verifying the coverage-area-3 fork's report, not originally in any fork's report."
