original_archive_path,fixed_archive_path
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_43.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_43.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/Fig3_SensorVerification_Single.png,P/01/07_HSX_august2025_results/hsx_20250821/Fig3_SensorVerification_Single.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_36.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_36.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#21_density.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#21_density.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/fig5.eps,P/01/07_HSX_august2025_results/hsx_20250821/fig5.eps
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_3.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_3.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/Fig3_SensorVerification_Square.png,P/01/07_HSX_august2025_results/hsx_20250821/Fig3_SensorVerification_Square.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_23.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_23.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_density.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_density.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_15.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_15.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_51.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_51.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_58.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_58.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_60.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_60.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/test_note.docx,P/01/07_HSX_august2025_results/hsx_20250821/test_note.docx
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_24.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_24.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_21.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_21.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_70.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_70.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent.txt,P/01/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/untitled.fig,P/01/07_HSX_august2025_results/hsx_20250821/untitled.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_67.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_67.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_25.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_25.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_8.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_8.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/shot18.png,P/01/07_HSX_august2025_results/hsx_20250821/shot18.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_40.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_40.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_49.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_49.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_68.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_68.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_40.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_40.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/Fig4_PlasmaDynamics_HighRes.png,P/01/07_HSX_august2025_results/hsx_20250821/Fig4_PlasmaDynamics_HighRes.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_71.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_71.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_31.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_31.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_7.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_7.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_05T_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_05T_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/AGENTS.md,P/01/AGENTS.md
PHD_HYBRID_2026-07-27/01_PhD_Research/RETRY_CLAUDE_AFTER_HANDOFF.md,P/01/RETRY_CLAUDE_AFTER_HANDOFF.md
PHD_HYBRID_2026-07-27/01_PhD_Research/CLAUDE.md,P/01/CLAUDE.md
PHD_HYBRID_2026-07-27/01_PhD_Research/01_PhD_Research_Folder_Info.md,P/01/01_Folder_Info.md
PHD_HYBRID_2026-07-27/01_PhD_Research/CLAUDE_ONLY_MIGRATION_2026-07-24.md,P/01/CLAUDE_ONLY_MIGRATION_2026-07-24.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/,P/01/04_Magnetic_Sensor_Review_Sensors2026/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/README_SETUP.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/README_SETUP.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/seed/,P/01/04_Magnetic_Sensor_Review_Sensors2026/seed/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/seed/seed_references.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/seed/seed_references.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/10_titles.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/10_titles.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/60_standards_and_business.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/60_standards_and_business.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/50_litreview_future_methods.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/50_litreview_future_methods.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/20_outlines.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/20_outlines.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/90_patch_notes.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/90_patch_notes.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/80_assemble_deliverable.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/80_assemble_deliverable.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/70_bibliography.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/70_bibliography.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/30_litreview_sensor_types.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/30_litreview_sensor_types.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/00_target_journal_brief.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/00_target_journal_brief.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/40_litreview_applications.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/40_litreview_applications.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/prompts/_shared_system.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/prompts/_shared_system.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/10_titles.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/10_titles.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/60_standards_and_business.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/60_standards_and_business.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/50_litreview_future_methods.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/50_litreview_future_methods.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/20_outlines.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/20_outlines.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_DELIVERABLE_paper_plan.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_DELIVERABLE_paper_plan.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/PATCH_NOTES.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/PATCH_NOTES.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/30_litreview_sensor_types.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/30_litreview_sensor_types.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_target_journal_brief.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/00_target_journal_brief.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/40_litreview_applications.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/40_litreview_applications.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/references.bib,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/references.bib
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/Magnetic_Sensor_Review_Two_Version_Compilation.docx,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/Magnetic_Sensor_Review_Two_Version_Compilation.docx
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/.gitkeep,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/reference_registry.csv,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/reference_registry.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/outputs/70_bibliography_report.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/outputs/70_bibliography_report.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/tools/,P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/tools/build_html.py,P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/build_html.py
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/tools/rasterize_pdf_pages.py,P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/rasterize_pdf_pages.py
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/tools/audit_two_version_compilation.py,P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/audit_two_version_compilation.py
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/tools/build_two_version_compilation.py,P/01/04_Magnetic_Sensor_Review_Sensors2026/tools/build_two_version_compilation.py
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/docs/,P/01/04_Magnetic_Sensor_Review_Sensors2026/docs/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/docs/PROJECT_BRIEF.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/docs/PROJECT_BRIEF.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/run.ps1,P/01/04_Magnetic_Sensor_Review_Sensors2026/run.ps1
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/qa_two_version/,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/qa_two_version/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/MODEL_EFFORT_LOG.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/MODEL_EFFORT_LOG.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/costs.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/costs.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/00_target_journal_brief.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/40_litreview_applications.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/90_patch_notes.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/10_titles.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.result.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/20_outlines.result.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/80_assemble_deliverable.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/70_bibliography.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/60_standards_and_business.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.json,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/30_litreview_sensor_types.json
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.err.txt,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/run_2026-07-10_025419/50_litreview_future_methods.err.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/logs/.gitkeep,P/01/04_Magnetic_Sensor_Review_Sensors2026/logs/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/CLAUDE.md,P/01/04_Magnetic_Sensor_Review_Sensors2026/CLAUDE.md
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/60.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/60.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00_seed.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/00_seed.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/40.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/40.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/50.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/50.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/30.jsonl,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/30.jsonl
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/.gitkeep,P/01/04_Magnetic_Sensor_Review_Sensors2026/refs_raw/.gitkeep
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/90_patch_notes.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/90_patch_notes.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/60_standards_and_business.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/60_standards_and_business.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/10_titles.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/10_titles.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/50_litreview_future_methods.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/50_litreview_future_methods.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/40_litreview_applications.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/40_litreview_applications.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/70_bibliography.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/70_bibliography.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/80_assemble_deliverable.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/80_assemble_deliverable.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/00_target_journal_brief.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/00_target_journal_brief.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/30_litreview_sensor_types.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/30_litreview_sensor_types.done
PHD_HYBRID_2026-07-27/01_PhD_Research/04_Magnetic_Sensor_Review_Sensors2026/.state/20_outlines.done,P/01/04_Magnetic_Sensor_Review_Sensors2026/.state/20_outlines.done
