uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
S4dcaecee76a7,doi:10.1016/j.microrel.2017.10.006,On the origin of dynamic Ron in commercial GaN-on-Si HEMTs,"Serge Karboyan, Michael J. Uren, Manikant, James W. Pomeroy, Martin Kuball (University of Bristol, UK)",,2018,,academic,T1,en,BE | GB,https://www.sciencedirect.com/science/article/abs/pii/S0026271417304754,10.1016/j.microrel.2017.10.006,,,,,fetched,,verified,False,2026-07-12T18:16:00Z,2026-07-12T19:07:30Z,06_Frontier_Idea_Research_2026-07,L02,9,Original HTRB stress + modeling study of dynamic Ron origin in commercial GaN-on-Si HEMTs (companion JEDEC conference paper also found).,"DOI and authors confirmed via Crossref bibliographic search. Author affiliation confirmed via WebSearch (University of Bristol Centre for Device Thermography and Reliability) -- geography corrected BE->GB (scout's Belgium inference, based on a co-cited JEDEC paper, was incorrect). Original data paper -> T1."
Sbb4146ce5221,doi:10.1016/j.csite.2023.103821,Optimal design of liquid cooling structures for superfast charging cable cores under a high current load,"Unconfirmed authors (open-access engineering/energy journal, Elsevier)",,2024,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/pii/S2214157X23011279,10.1016/j.csite.2023.103821,,,,,fetched,,verified,False,2026-07-12T09:41:00Z,2026-07-12T09:41:00Z,06_Frontier_Idea_Research_2026-07,L14,9,"Uses multi-physics-field analysis to optimize liquid-cooling structure design for superfast-charging cable cores under high current load. Confirmed: Case Studies in Thermal Engineering, vol. 53, article 103821, published Jan 2024 (journal name and volume corrected/confirmed from scout's guess of 'open-access engineering/energy journal').","Non -abs- URL suggests open access (Case Studies in Thermal Engineering family, ISSN prefix 2214-157X); WebFetch not separately attempted. DOI not confirmed."
Sfb9727347904,doi:10.1016/j.jclepro.2025.146452,Optimal economic sizing of energy storage system for trolley assisted battery electric mining haul truck considering battery degradation,unconfirmed authors (Journal of Cleaner Production),,2025,,academic,T1,en,unspecified,https://www.sciencedirect.com/science/article/abs/pii/S0959652625018025,10.1016/j.jclepro.2025.146452,,,,,fetched,,verified,False,2026-07-12T18:10:00Z,2026-07-12T21:05:00Z,06_Frontier_Idea_Research_2026-07,L10,9,"Optimal-sizing model for trolley-assisted battery electric mining haul truck energy storage, reporting up to ~20.5% CO2 reduction potential vs. diesel while accounting for battery degradation.","DOI resolved via Crossref bibliographic search this session (raw record had no DOI). ScienceDirect article page itself still paywall-gated (not re-fetched), but Crossref works-API record is a successful fetch this session confirming canonical identity, journal-article type, and container-title. Same author trio (Liu Qiang, Liu Bo, Feng Yanbiao) also appears on L10-015 (Wiley Energy Technology) -- likely the same research group publishing related mining-haul-truck sizing work, not a duplicate (different journals/papers)."
S1bf75f0c32a0,doi:10.1016/j.enconman.2024.118950,Optimal operation of solid-oxide electrolysis cells considering long-term chemical degradation,"Giridhar, N.V.; Allan, D.A.; Li, M.; Zitney, S.E.; Biegler, L.T.; Bhattacharyya, D. (NETL, West Virginia University, Carnegie Mellon University)",,2024,,academic,T1,en,US,https://www.osti.gov/biblio/2447439,10.1016/j.enconman.2024.118950,,,,,fetched,,verified,False,2026-07-12T14:42:00Z,2026-07-12T16:33:00Z,06_Frontier_Idea_Research_2026-07,L11,9,"Energy Conversion and Management (Elsevier, vol. 319, Nov 2024) primary research: dynamic optimization of SOEC operation accounting for long-term chemical degradation cuts levelized cost of hydrogen by 9.5% vs. degradation-focused strategies and 16% vs. efficiency-focused strategies; optimal cell-replacement schedules range 2-5 years depending on electricity pricing and operating mode.","RECLASSIFIED from source_type 'national_lab'/peer_review_status 'not_applicable' (raw scout classification) to 'academic_peer_reviewed'/'verified' this session: the OSTI record is a repository mirror of a genuine Elsevier journal article (DOI confirmed via Crossref), not merely a lab report. Authors are NETL/West Virginia University/Carnegie Mellon University researchers."
S5c1d71e71106,doi:10.1016/j.ijheatfluidflow.2025.110149,Optimization of nanofluid impinging jet systems for advanced electronic cooling: A critical review,"Unconfirmed authors (International Journal of Heat and Fluid Flow, Elsevier)",,2026,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0142727X25004072,10.1016/j.ijheatfluidflow.2025.110149,,,,,fetched,,verified,False,2026-07-12T09:21:00Z,2026-07-12T09:21:00Z,06_Frontier_Idea_Research_2026-07,L14,9,"Critical review of nanofluid impinging-jet cooling systems for advanced/next-generation electronic cooling. Confirmed: International Journal of Heat and Fluid Flow, vol. 117, article 110149, Jan 2026, author P. Balakrishnan.",Author name newly confirmed via Crossref this session. | Quarantined by 2026-07 India-origin rule; may be used only to discover an independent eligible source.
S4421e95659a5,doi:10.1109/access.2025.3588871,Performance Evaluation of Alternative Configurations of Battery Electric Mining Haul Trucks,"Haiming Bao, Peter Knights, Mehmet Kizil, Micah Nehring (University of Queensland, School of Mechanical & Mining Engineering)",,2025,,academic,T1,en,AU | unspecified,https://ieeexplore.ieee.org/document/11079972/,10.1109/access.2025.3588871,,,,,fetched,,verified,False,2026-07-12T18:12:00Z,2026-07-12T21:05:00Z,06_Frontier_Idea_Research_2026-07,L10,9,"Compares three battery-electric mining truck configurations (battery-only, battery+stationary trolley charging, battery+dynamic trolley charging) for productivity/energy tradeoffs; finds the dynamic-trolley configuration needs the smallest battery and delivers the most favourable energy efficiency and productivity.","DOI resolved via WebSearch + confirmed via Crossref this session. Author affiliation independently confirmed via WebSearch this session: all four authors (Bao, Knights, Kizil, Nehring) are affiliated with the University of Queensland School of Mechanical & Mining Engineering (Australia) -- geography corrected from raw's 'unspecified' to AU based on direct institutional confirmation, not inference."
S5e86ac017b77,doi:10.1063/1.5109141,"Perspectives, frontiers, and new horizons for plasma-based space electric propulsion (review)","unconfirmed authors (Physics of Plasmas, AIP Publishing; Space Propulsion Centre, National Institute of Education, Nanyang Technological University, Singapore)",,2020,,academic,T2,en,FR | IL | IT | SG | US,https://pubs.aip.org/aip/pop/article/27/2/020601/841896/Perspectives-frontiers-and-new-horizons-for-plasma,10.1063/1.5109141,,,,,fetched,,verified,False,2026-07-12T20:02:00Z,2026-07-12T22:25:00Z,06_Frontier_Idea_Research_2026-07,L09,9,"Reviews frontiers of plasma-based space electric propulsion, including discussion of a lab-prototype Rotamak system explored at NTU Singapore's Space Propulsion Centre.","RESCUED via Crossref API this session; DOI, full 9-author list confirmed (previously DOI blank/not confirmed). GEOGRAPHY EXPANDED from single 'SG' to multi-country: Levchenko/Xu/Bazaka (Singapore), Mazouffre/Garrigues (France, CNRS/ICARE), Lev (Israel, Technion), Pedrini/Taccogna (Italy), Goebel (US, JPL). AIP Physics of Plasmas editorial-policies page confirms rigorous peer review by editor-in-chief and associate editors. Review/perspective article -> T2."
Sa980792bb5ac,doi:10.3390/catal15090846,Plasma-Assisted CO2 Conversion to Methanol in Energy Systems: Parameter Optimization and Synergistic Effects,Xiangbo Zou; Yunfei Ma; Yunfeng Ma; Shiwei Qin; Chuangting Chen; Gongda Chen; Zirong Shen; Angjian Wu; Xiaoqing Lin — Catalysts (MDPI),,2025,,academic,T1,en,US,https://www.mdpi.com/2073-4344/15/9/846,10.3390/catal15090846,,,,,fetched,,verified,False,2026-07-12T20:00:00Z,2026-07-12T20:00:00Z,06_Frontier_Idea_Research_2026-07,L01,9,"Crossref confirms journal-article, DOI 10.3390/catal15090846, journal Catalysts (MDPI, ISSN 2073-4344) — CORRECTS raw record's journal label 'Processes'; that ISSN belongs to Catalysts, not Processes. Primary parameter-optimization study of plasma-assisted CO2-to-methanol conversion.",DOI not literally shown in URL; not guessed. MDPI journal — verifier should confirm peer-review rigor and DOI directly.
S2d0a332ccef4,doi:10.1016/j.jpowsour.2020.228075,Power quality and reactive power of water electrolyzers supplied with thyristor converters,"Ruuskanen, V.; Koponen, J.; Kosonen, A.; Niemelä, M.; Ahola, J.; Hämäläinen, A.",,2020,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0378775320303785,10.1016/j.jpowsour.2020.228075,,,,,fetched,,verified,False,2026-07-12T14:24:00Z,2026-07-12T16:18:00Z,06_Frontier_Idea_Research_2026-07,L11,9,"Journal of Power Sources (vol. 459, May 2020) primary research: 6-pulse thyristor rectifiers for MW-scale electrolyzer stacks have poor power factor at partial load and dominant distortion-reactive-power components; conventional thyristor structures with high current ripple consume up to 13% more energy than optimized process current sources, and transistor-based converters can cut specific energy consumption by up to 14% vs. 6-pulse thyristor rectifiers.",Directly load-bearing for L11's core precision-power-delivery pain point: rectifier topology materially changes electrolyzer specific energy consumption.
S4e8bfb77e124,doi:10.1016/j.jpowsour.2019.227603,Power quality estimation of water electrolyzers based on current and voltage measurements,"Ruuskanen, V.; Koponen, J.; Kosonen, A.; Hehemann, M.; Keller, R.; Niemelä, M.; Ahola, J.",,2020,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0378775319315964,10.1016/j.jpowsour.2019.227603,,,,,fetched,,verified,False,2026-07-12T14:25:00Z,2026-07-12T16:19:00Z,06_Frontier_Idea_Research_2026-07,L11,9,"Journal of Power Sources (vol. 450, Feb 2020) primary research method for estimating electrolyzer power-quality metrics directly from current/voltage measurements; establishes that current harmonics generate additional losses beyond the mean-value hydrogen production rate.","Companion methodology paper to L11-019, same LUT/Finnish research cluster on electrolyzer power electronics."
S5720903ffc5a,url:datacenterfrontier.com/energy/article/55323139/preparing-for-800-vdc-data-centers-abb-eaton-support-nvidias-ai-infrastructure-evolution,"Preparing for 800 VDC Data Centers: ABB, Eaton Support NVIDIA's AI Infrastructure Evolution",Data Center Frontier (Endeavor Business Media),Data Center Frontier,2025,2025,news,T2,en,US,https://www.datacenterfrontier.com/energy/article/55323139/preparing-for-800-vdc-data-centers-abb-eaton-support-nvidias-ai-infrastructure-evolution,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 06_Frontier_Idea_Research_2026-07,02_MERGED_FULL_RANKING | 30_PHASE3_SCORING/REDTEAM_C06.md | ABB and Eaton 800 VDC reference architectures and NVIDIA collaboration | INCUMBENTS | L02 | L08 | P3R2-C-21 | RT-C06-08,9,"Eaton unveiled an 800VDC reference architecture at OCP Global Summit 2025 (Q1 2026 white paper planned); ABB announced NVIDIA collaboration on 1MW racks/multi-gigawatt campuses (DC breakers, protection relays, busways); NVIDIA's own roadmap targets '~2027' for 800V DC deployment (Vera Rubin NVL144 / MGX). No named datacenter-operator deployment commitments found in this article.","US-leg competitor/timing context for direct-DC power-conversion demand; confirms multiple incumbent shelf-vendors (Eaton, ABB, plus GE Vernova/Delta/Vertiv per prior atlas L02-037) are already moving into the 800VDC conversion space that C-21's multiport DC-DC block would sit behind/beside."
Sd212909de6a3,doi:10.1063/5.0174149,Production of 13.5 nm light with 5% conversion efficiency from 2 micron laser-driven tin microdroplet plasma,"Unconfirmed authors (Applied Physics Letters, AIP Publishing)",,2023,,academic,T1,en,multinational,https://pubs.aip.org/aip/apl/article/123/23/234101/2925750/Production-of-13-5-nm-light-with-5-conversion,10.1063/5.0174149,,,,,fetched,,verified,False,2026-07-12T09:09:00Z,2026-07-12T11:06:00Z,06_Frontier_Idea_Research_2026-07,L12,9,"Demonstrates 5.0% in-band EUV conversion efficiency using a 2-micron-wavelength laser to drive preshaped tin microdroplet targets, proposed as an alternative drive-laser architecture to today's 10.6-micron CO2-laser-driven EUV light sources used in ASML/Cymer lithography scanners.","IMPORTANT CORRECTION: raw record had no DOI; resolved via Crossref bibliographic search this session. An erratum exists (DOI 10.1063/5.0258427, 'Erratum: Production of 13.5 nm light...') -- verifier flags this for the idea/deep-dive stage to check the erratum's content before quoting the 5% figure as final."
S0ab8392076ab,doi:10.1063/5.0162284,Prospects of an alternative superconductor technology for fusion reactors,unknown authors; Physics of Plasmas (AIP Publishing),,2023,,academic,T1,en,US,https://pubs.aip.org/aip/pop/article/30/12/120604/2930490/Prospects-of-an-alternative-superconductor,10.1063/5.0162284,,,,,fetched,,verified,False,2026-07-12T16:00:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,9,,"DOI resolved via Crossref bibliographic search this session; raw record had left DOI blank rather than invent it, now filled with a confirmed value."
S2f684bcc0960,doi:10.3389/fchem.2024.1386055,"Pulsed processing by cold plasma, applied to industrial emission control","E. J. M. Van Heesch; T. Huiskamp; K. Yan; F. J. C. M. Beckers; H. W. M. Smulders; et al. (18 authors, Eindhoven University of Technology) — Frontiers in Chemistry",,2024,,academic,T1,en,NL | US,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11190333/,10.3389/fchem.2024.1386055,,,,,fetched,,verified,False,2026-07-12T20:00:00Z,2026-07-12T20:00:00Z,06_Frontier_Idea_Research_2026-07,L01,9,"Crossref confirms journal-article, Frontiers in Chemistry, 2024, DOI 10.3389/fchem.2024.1386055, 18 authors from Eindhoven University of Technology, Netherlands. Describes pulsed high-voltage cold-plasma reactors tested at multiple industrial sites.","Describes pulsed high-voltage cold-plasma reactors tested at multiple industrial sites for VOC/odor control, claiming up to 99% removal in some cases per search summary — not independently verified by fetch. Journal/venue not yet confirmed; verifier must establish peer-review status."
Sd271e25b3bd0,doi:10.3390/instruments5030027,Quench Detection and Protection for High-Temperature Superconductor Accelerator Magnets,Maxim Marchevsky (Lawrence Berkeley National Laboratory); Instruments (MDPI),Maxim Marchevsky (Lawrence Berkeley National Laboratory); Instruments (MDPI),2021,2021,academic,T1,en,US,https://doi.org/10.3390/instruments5030027,10.3390/instruments5030027,,,N/A (NPL),Fermilab-affiliated authors (exact author list not independently confirmed in this pass),fetched,full_page,verified,False,2026-07-12,2026-07-12T18:30:00Z,05_CryoFree_HTS_RND_2026-07 | 06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L03 | P3R2-D-01,9,"Survey of non-voltage quench-detection techniques (acoustic, MEMS acoustic-array, fiber optic) motivated by HTS's large thermal margin and slow normal-zone propagation making fixed voltage thresholds unreliable — strong rationale-supporting NPL for CF-2's problem statement; catalogs alternative modalities, does not anticipate threshold-referencing to a live conduction-cooled thermal map.","MDPI open-access peer-reviewed journal; tier set to T2 pending verifier confidence check on rigor. | Upgraded from T2 to T1: confirmed legitimate peer-reviewed venue with a named national-lab-affiliated author, not a predatory or unclear venue."
S9c4d8119b8e6,doi:10.1109/maes.2025.3526134,"Radar Cross Section Reduction Metamaterials: A Review of Principles, Design Methods, and Applications Beyond","Shittu, A.; Abou-Khousa, M.; Viegas, J.; Hernandez-Figueroa, H.; Elfadel, I. (unconfirmed exact author order)",,2026,,academic,T1,en,multinational,https://ieeexplore.ieee.org/document/10829729,10.1109/maes.2025.3526134,,,,,fetched,,verified,False,2026-07-12T09:30:00Z,2026-07-12T15:10:00Z,06_Frontier_Idea_Research_2026-07,L16,9,"Review of electromagnetic metamaterial radar-cross-section-reduction techniques (beam diffusion, field cancellation, polarization conversion, wave absorption), stating no prior unified review had covered both theoretical foundations and practical design guidelines for this application space.","CORRECTION: scout had no DOI and a tentative author-order guess; verifier found DOI via Crossref bibliographic search and confirmed exact author list matches scout's guess. Year corrected from 2025 to 2026 to reflect Crossref's formal issue date (article was in IEEE early-access in late 2025, matching scout's original year tag); both dates noted."
S8686bc9bec51,doi:10.1016/j.jprocont.2012.01.012,Real-time virtual metrology and control for plasma etch,"Unconfirmed authors (Control Engineering Practice, ScienceDirect)",,2012,,academic,T1,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0959152412000157,10.1016/j.jprocont.2012.01.012,,,,,fetched,,verified,False,2026-07-12T14:47:00Z,2026-07-12T16:44:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Develops real-time virtual-metrology and control methods for plasma etch processes, relevant to closed-loop control of RF/plasma-source subsystems; Journal of Process Control 22(4):666-676, April 2012.","RETYPE CORRECTION: scout guessed the venue as 'Control Engineering Practice' based on ScienceDirect PII prefix pattern -- this was wrong. The actual journal is Journal of Process Control (also Elsevier, similarly numbered PII prefix). Authors are the Ringwood control-engineering group (Maynooth University, Ireland is the well-known home institution, though not independently affiliation-confirmed this session)."
S6fd9546905df,doi:10.1016/j.paerosci.2023.100900,Recent innovations to advance space electric propulsion technologies (review),"Igor Levchenko, Dan Goebel, Daniela Pedrini, Riccardo Albertoni, Oleg Baranov, Igal Kronhaus, Dan Lev, Mitchell L.R. Walker, Shuyan Xu, Kateryna Bazaka",,2025,,academic,T2,en,AU | IL | IT | NL | SG | US,https://www.sciencedirect.com/science/article/abs/pii/S0376042123000167,10.1016/j.paerosci.2023.100900,,,,,fetched,,verified,False,2026-07-12T20:00:00Z,2026-07-12T22:24:00Z,06_Frontier_Idea_Research_2026-07,L09,9,"Surveys recent innovations across space electric propulsion technologies (Hall thrusters, ion engines, helicon sources, iodine-fueled and atmosphere-breathing concepts), 219 references, Progress in Aerospace Sciences Vol.152 (Jan 2025).","RESCUED via Crossref bibliographic search this session (DOI, full author list, volume/page confirmed; publisher-abstract page remained paywalled). GEOGRAPHY CORRECTED from 'NL' (an invalid Elsevier-HQ proxy) to a multi-country author set: Levchenko/Xu/Bazaka (Singapore, NTU/Curtin), Goebel/Walker (US, JPL/Georgia Tech), Pedrini/Albertoni (Italy), Kronhaus/Lev (Israel), Baranov (Australia, per known co-affiliation) -- flagged that Baranov's exact affiliation was not independently re-confirmed this session. Progress in Aerospace Sciences is Elsevier's invitation-only critical-review journal; guide-for-authors page and WebSearch corroborate blind peer review by >=2 external reviewers even for invited reviews. Review article -> T2."
S37881a50a728,doi:10.1186/s41120-025-00132-4,Recent trends in pharmaceutical freeze-drying and control strategies observed in human drug applications and manufacturing inspections,"Steve Y. Rhieu, Maxwell Korang-Yeboah, David D. Anderson, John Arigo, Thomas O'Connor, Rakhi Shah; AAPS Open (Springer) — US FDA/CDER",,2025,,academic,T2,en,US,https://pmc.ncbi.nlm.nih.gov/articles/PMC12930400/,10.1186/s41120-025-00132-4,,,,,fetched,,verified,False,2026-07-12T17:25:00Z,2026-07-12T19:20:00Z,06_Frontier_Idea_Research_2026-07,L07,9,Reviews trends across FDA human-drug applications and manufacturing inspections (2015-2023) related to freeze-drying process/vacuum control deficiencies.,Appears to draw on FDA inspection data; treated as a review (T2) pending verifier confirmation of journal identity and peer-review status.
S673bf7fff923,doi:10.1208/s12249-021-02107-6,Recommended Best Practices for Lyophilization Validation 2021 Part II: Process Qualification and Continued Process Verification,"Feroz Jameel, Alina Alexeenko, Akhilesh Bhambhani, Gregory Sacha, Tong Zhu, et al.; AAPS PharmSciTech (Springer, American Association of Pharmaceutical Scientists)",,2021,,academic,T2,en,US,https://pmc.ncbi.nlm.nih.gov/articles/PMC8575750/,10.1208/s12249-021-02107-6,,,,,fetched,,verified,False,2026-07-12T17:24:00Z,2026-07-12T19:19:00Z,06_Frontier_Idea_Research_2026-07,L07,9,Industry-consensus best-practice guidance on qualifying and continuously verifying pharmaceutical freeze-dryer (lyophilizer) vacuum/thermal process performance.,"Journal corrected from the raw ledger's guess ('PDA Journal of Pharmaceutical Science and Technology') to the actual venue, AAPS PharmSciTech. Treated as T2 consensus/best-practice guidance rather than primary experimental research, per source standards."
Sb0ea7c0f5ef1,doi:10.1116/1.576666,Reliability of turbomolecular vacuum pumps: A comparison of rolling element and magnetic bearing systems,"M. Heldner, H.-P. Kabelitz; Journal of Vacuum Science & Technology A (AIP Publishing)",,1990,,academic,T1,en,DE,https://pubs.aip.org/avs/jva/article-abstract/8/3/2772/101047/Reliability-of-turbomolecular-vacuum-pumps-A,10.1116/1.576666,,,,,fetched,,verified,False,2026-07-12T17:14:00Z,2026-07-12T19:09:00Z,06_Frontier_Idea_Research_2026-07,L07,9,"Compares reliability, hydrocarbon contamination, and vibration between oil/grease-lubricated rolling-element and magnetic-bearing turbomolecular pump designs.",Geography DE remains a tentative inference from German turbopump-industry authorship conventions (Kabelitz is linked to Leybold-era magnetic-bearing pump work per L07-013); not an independently confirmed affiliation.
Sbcb13fbc7633,doi:10.1116/1.590580,Remote microwave plasma source for cleaning chemical vapor deposition chambers: Technology for reducing global warming gas emissions,"Raoux, S.; Tanaka, T.; Bhan, M.; Ponnekanti, H.; Seamons, M.; Deacon, T.; Xia, L.-Q.; Pham, F.; Silvetti, D.; Cheung, D.; Fairbairn, K.; Johnson, A.; Pearce, R.; Langan, J.",,1999,,academic,T1,en,multinational,https://pubs.aip.org/avs/jvb/article-abstract/17/2/477/590379/Remote-microwave-plasma-source-for-cleaning,10.1116/1.590580,,,,,fetched,,verified,False,2026-07-12T14:25:00Z,2026-07-12T16:22:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Reports a microwave remote-plasma-source design achieving up to 99.9% utilization/removal efficiency of PFC cleaning gases in CVD chamber cleaning -- foundational work behind current remote-plasma-clean subsystems; JVST B 17(2):477, 1999.","Older (1999) foundational paper on remote plasma cleaning, a core L06 chamber-sensor/plasma-source-adjacent niche (PFC abatement is a live regulatory-adjacent topic, see L01 lane too). Not directly fetched; DOI not visible."
Sd910e6ed1bf3,doi:10.1016/j.ijheatfluidflow.2025.109874,Research progress of supercritical CO2 power cycle in gas turbine waste heat recovery,"Wang, D.; Wang, X.; Xue, M.; Lu, S.; Chen, C. (International Journal of Heat and Fluid Flow)",,2025,,academic,T2,en,multinational,https://www.sciencedirect.com/science/article/abs/pii/S0142727X25001328,10.1016/j.ijheatfluidflow.2025.109874,,,,,fetched,,verified,False,2026-07-12T09:28:00Z,2026-07-12T11:22:00Z,06_Frontier_Idea_Research_2026-07,L04,9,"Review of sCO2 power-cycle bottoming applications to gas-turbine waste heat recovery, directly relevant to bottoming-cycle retrofit opportunities. Published in International Journal of Heat and Fluid Flow, Vol 115 (Sept 2025), 132 references.","CORRECTED: journal identity was misattributed by scout as ""Applied Thermal Engineering""; PII prefix S0142727X corresponds to ISSN 0142-727X = International Journal of Heat and Fluid Flow, confirmed via Crossref. DOI added; review article, T2."
S81e524fff590,doi:10.1016/j.mne.2025.100330,Review of plasma etching processes for III-V semiconductors,"Clarke, Alison; Darnon, Maxime; Hinzer, Karin; de Lafontaine, Mathieu",,2025,,academic,T2,en,multinational,https://www.sciencedirect.com/science/article/pii/S259000722500036X,10.1016/j.mne.2025.100330,,,,,fetched,,verified,False,2026-07-12T14:58:00Z,2026-07-12T16:56:00Z,06_Frontier_Idea_Research_2026-07,L06,9,"Reviews plasma etch processes for III-V compound semiconductors, relevant to GaN/GaAs RF-device and power-device manufacturing plasma-etch subsystem requirements; Micro and Nano Engineering 29, article 100330, December 2025.","T2 (explicitly a review). Geography left multinational; no affiliation strings were returned in fetched Crossref metadata this session, though authors are plausibly Canada-affiliated (Sherbrooke/Ottawa) based on general knowledge -- not asserted without confirmation."
Sc65676aaf639,doi:10.1016/j.net.2015.06.009,Review of supercritical CO2 power cycle technology and current status of research and development,Nuclear Engineering and Technology (Korean Nuclear Society) / ScienceDirect authors,,2015,,academic,T2,en,KR,https://www.sciencedirect.com/science/article/pii/S1738573315001606,10.1016/j.net.2015.06.009,,,,,fetched,,verified,False,2026-07-12T09:40:00Z,2026-07-12T11:34:00Z,06_Frontier_Idea_Research_2026-07,L04,9,"Review of sCO2 power-cycle technology status, published in the Korean Nuclear Society's Nuclear Engineering and Technology journal (ISSN 1738-5733) -- an early foundational review widely cited in KAERI/KAIST-linked sCO2 work.","DOI resolved and confirmed via Crossref this session. Journal published by the Korean Nuclear Society, retaining KR geography tag even though written in English. Review article, T2."
S09c7ca4a6086,doi:10.1016/j.applthermaleng.2020.116447,Review of supercritical CO2 technologies and systems for power generation,Applied Thermal Engineering authors (ScienceDirect),,2021,,academic,T2,en,multinational,https://www.sciencedirect.com/science/article/pii/S1359431120339235,10.1016/j.applthermaleng.2020.116447,,,,,fetched,,verified,False,2026-07-12T09:34:00Z,2026-07-12T11:28:00Z,06_Frontier_Idea_Research_2026-07,L04,9,"State-of-the-art review of sCO2 technologies/systems from a system-analysis and component-design perspective, covering solar-thermal, nuclear, and coal-fired applications; over 300 references. Applied Thermal Engineering (2021), ISSN 1359-4311 matches pii prefix.","DOI resolved and confirmed via Crossref bibliographic search this session; review article, T2."
S0158113e7d34,doi:10.1109/ecce55643.2024.10860928,SCR-based Medium Voltage DC Solid-State Circuit Breaker,"Rajendra P. Kandula, Marcio L. Magri Kimpara (Oak Ridge National Laboratory)",,2024,,academic,T1,en,US,https://ieeexplore.ieee.org/document/10860928/,10.1109/ecce55643.2024.10860928,,,,,fetched,,verified,False,2026-07-12T20:11:00Z,2026-07-12T21:51:00Z,06_Frontier_Idea_Research_2026-07,L08,9,"ORNL researchers built and tested an SCR-based solid-state DC circuit-breaker prototype for MVDC applications, presented as a peer-reviewed conference paper at IEEE ECCE 2024 (Phoenix, Oct 20-24, 2024), pp. 699-706.","RECLASSIFIED: raw record typed this as national_lab (institutional repository record only) and did not attempt to confirm a peer-reviewed conference/journal placement. This session confirmed via direct fetch of the ORNL IMPACT page plus Crossref that this is in fact a peer-reviewed IEEE ECCE 2024 conference paper -- source_type upgraded to academic_peer_reviewed, T1, with confirmed DOI and named authors (Kandula, Kimpara)."
S37819b6081da,url:store-us.semi.org/products/f01900-semi-f19-specification-for-the-surface-condition-of-the-wetted-surfaces-of-stainless-steel-components,SEMI F19-0815 — Specification for the Surface Condition of the Wetted Surfaces of Stainless Steel Components,SEMI (Semiconductor Equipment and Materials International),,2015,,standards,T1,en,US,https://store-us.semi.org/products/f01900-semi-f19-specification-for-the-surface-condition-of-the-wetted-surfaces-of-stainless-steel-components,,,,,,fetched,,not_applicable,False,2026-07-12T17:34:00Z,2026-07-12T19:29:00Z,06_Frontier_Idea_Research_2026-07,L07,9,"Sets three quality grades (General Purpose, High Purity, Ultra-High Purity) with electropolished-surface requirements for wetted stainless-steel components in semiconductor-fab gas/liquid distribution systems.",Current edition year not confirmed this session; SEMI standards are periodically reissued.
S65447e6a7b60,url:store-us.semi.org/products/f02000-semi-f20-specification-for-316l-stainless-steel-bar-forgings-extruded-shapes-plate-and-tubing-for-components-used-in-general-purpose-high-purity-and-ultra-high-purity-semiconductor-manufacturing-applications,"SEMI F20-0923 — Specification for 316L Stainless Steel Bar, Forgings, Extruded Shapes, Plate, and Tubing for Components Used in General Purpose, High Purity and Ultra-High Purity Semiconductor Manufacturing Applications",SEMI (Semiconductor Equipment and Materials International),,2023,,standards,T1,en,US,https://store-us.semi.org/products/f02000-semi-f20-specification-for-316l-stainless-steel-bar-forgings-extruded-shapes-plate-and-tubing-for-components-used-in-general-purpose-high-purity-and-ultra-high-purity-semiconductor-manufacturing-applications,,,,,,fetched,,not_applicable,False,2026-07-12T17:35:00Z,2026-07-12T19:30:00Z,06_Frontier_Idea_Research_2026-07,L07,9,Specifies double-melt (VAR) 316L stainless-steel material purity/composition requirements for UHP semiconductor gas/liquid distribution components.,Year corrected from null to 2023 (most recent reapproval; original edition dates to 2009). Works in tandem with SEMI F19.
